# BEARINGS

## FROM EA1/AV-009 - Pico Moros (2060 msnm) [10 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA4/MD-002	-118.65	60.78	Cabezas de Hierro 2227 Metros MHz	83.96 km  EA4GDK, EA4IKY
EA4/MD-007	-119.73	59.68	Maliciosa 2227 MHz	88.35 km  EA4HOD
EA4/MD-012	-89.87	89.81	Tres Provincias. 2127 metros. MHz	40.27 km  EA4GVU
EA4/MD-029	-110.78	68.96	Porrejon. 1823m MHz	35.85 km  EA4BVW
EA4/MD-056	-123.78	55.61	Cabeza Mediana - 1330m MHz	95.1 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	146.58	-32.11	Oliva, 1152 m MHz	320.47 km  EA5NU
EA5/AT-059	144.72	-33.82	Serra del Flare, 1044 m. MHz	344.16 km  EA5IYL

## FROM EA4/MD-002 - Cabezas de Hierro (2380 msnm) [10 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-108.8	70.33	Pico Moros 2062m MHz	118.99 km  EA4HIH
EA1/BU-004	27.77	-151.65	Campiña 2049m MHz	156.01 km  EA2EUS
EA1/BU-016	6.94	-172.8	Picón Blanco (1.520 m) MHz	260.94 km  EA1FOV/p
EA1/BU-030	13.85	-165.86	Muela 1375 MHz	147.84 km  EB1ESK
EA1/LE-023	-25.62	153.4	Agujas, 2143 m. MHz	276.85 km  EA1AER
EA1/LE-120	-33.0	145.79	Amargones - 1897m MHz	273.8 km  EA1FLU
EA1/SG-001	-19.04	160.95	Peñalara 2428m MHz	5.95 km  EA4IFC, EA4IIJ
EA1/SG-005	-103.22	76.72	Siete Picos 2137 m MHz	8.62 km  EA9ADD
EA1/SG-017	-122.36	57.5	Cabeza Líjar (1822 m) MHz	22.75 km  EA4IZ
EA1/SO-007	39.63	-139.39	Cabezo de Piqueras, 1930 m MHz	192.43 km  EA2BD
EA1/SO-009	43.76	-135.15	ALTO DEL HAYEDO, 1719 m. MHz	197.2 km  EA2DNO, EA2DCA
EA2/NV-021	37.49	-140.92	Saioa 1417m MHz	317.83 km  EA2FDI
EA2/VI-006	25.27	-153.95	TOLOÑO 1269 MHz	224.68 km  EA2CON
EA3/BC-004	70.08	-106.16	Gallina Pelada, 2320m MHz	497.97 km  EA3AJ
EA3/GI-011	68.92	-107.22	Tossa d’Alp - 2.536 m MHz	514.36 km  EA3IKB
EA3/GI-016	75.96	-99.87	Matagalls 1697m MHz	540.54 km  EA3HIG
EA3/LL-050	69.13	-107.76	Castell de Sant Alis 1675 m. MHz	416.27 km  EA3HQR, EA3IED
EA3/TA-036	80.5	-95.97	Roca Ferrana (789 m) MHz	455.52 km  EA3GRW
EA4/GU-002	44.31	-135.39	Cerrón 2.196 metros MHz	55.14 km  EA4HGT
EA4/GU-050	60.78	-118.65	Alto Rey MHz	83.96 km  EA4DE
EA4/MD-002	180.0	0.0	Cabezas de Hierro 2227 Metros MHz	0.0 km  EA4GDK, EA4IKY
EA4/MD-007	-140.03	39.94	Maliciosa 2227 MHz	4.68 km  EA4HOD
EA4/MD-012	39.06	-140.68	Tres Provincias. 2127 metros. MHz	52.38 km  EA4GVU
EA4/MD-029	54.99	-124.7	Porrejon. 1823m MHz	48.7 km  EA4BVW
EA4/MD-056	-157.53	22.43	Cabeza Mediana - 1330m MHz	13.71 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	131.69	-46.45	Oliva, 1152 m MHz	337.96 km  EA5NU
EA5/AT-059	130.9	-47.09	Serra del Flare, 1044 m. MHz	363.54 km  EA5IYL

## FROM EA4/MD-007 - Maliciosa, La (2227 msnm) [10 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-107.62	71.54	Pico Moros 2062m MHz	115.01 km  EA4HIH
EA1/BU-004	28.1	-151.29	Campiña 2049m MHz	160.59 km  EA2EUS
EA1/BU-016	7.47	-172.25	Picón Blanco (1.520 m) MHz	264.87 km  EA1FOV/p
EA1/BU-030	14.61	-165.09	Muela 1375 MHz	152.05 km  EB1ESK
EA1/LE-023	-24.76	154.28	Agujas, 2143 m. MHz	278.82 km  EA1AER
EA1/LE-120	-32.09	146.72	Amargones - 1897m MHz	275.21 km  EA1FLU
EA1/SG-001	6.58	-173.41	Peñalara 2428m MHz	9.27 km  EA4IFC, EA4IIJ
EA1/SG-005	-73.32	106.63	Siete Picos 2137 m MHz	5.62 km  EA9ADD
EA1/SG-017	-117.94	61.94	Cabeza Líjar (1822 m) MHz	18.34 km  EA4IZ
EA1/SO-007	39.61	-139.38	Cabezo de Piqueras, 1930 m MHz	197.1 km  EA2BD
EA1/SO-009	43.65	-135.24	ALTO DEL HAYEDO, 1719 m. MHz	201.87 km  EA2DNO, EA2DCA
EA2/NV-021	37.5	-140.89	Saioa 1417m MHz	322.5 km  EA2FDI
EA2/VI-006	25.54	-153.66	TOLOÑO 1269 MHz	229.21 km  EA2CON
EA3/BC-004	69.79	-106.43	Gallina Pelada, 2320m MHz	502.02 km  EA3AJ
EA3/GI-011	68.64	-107.47	Tossa d’Alp - 2.536 m MHz	518.46 km  EA3IKB
EA3/GI-016	75.65	-100.16	Matagalls 1697m MHz	544.33 km  EA3HIG
EA3/LL-050	68.8	-108.07	Castell de Sant Alis 1675 m. MHz	420.36 km  EA3HQR, EA3IED
EA3/TA-036	80.1	-96.35	Roca Ferrana (789 m) MHz	459.09 km  EA3GRW
EA4/GU-002	43.95	-135.73	Cerrón 2.196 metros MHz	59.81 km  EA4HGT
EA4/GU-050	59.68	-119.73	Alto Rey MHz	88.35 km  EA4DE
EA4/MD-002	39.94	-140.03	Cabezas de Hierro 2227 Metros MHz	4.68 km  EA4GDK, EA4IKY
EA4/MD-007	180.0	0.0	Maliciosa 2227 MHz	0.0 km  EA4HOD
EA4/MD-012	39.11	-140.61	Tres Provincias. 2127 metros. MHz	57.06 km  EA4GVU
EA4/MD-029	53.66	-126.01	Porrejon. 1823m MHz	53.23 km  EA4BVW
EA4/MD-056	-166.2	13.79	Cabeza Mediana - 1330m MHz	9.35 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	130.87	-47.25	Oliva, 1152 m MHz	337.85 km  EA5NU
EA5/AT-059	130.14	-47.83	Serra del Flare, 1044 m. MHz	363.5 km  EA5IYL

## FROM EA4/MD-012 - Tres Provincias (2127 msnm) [10 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-118.23	60.65	Pico Moros 2062m MHz	165.71 km  EA4HIH
EA1/BU-004	22.43	-157.24	Campiña 2049m MHz	105.14 km  EA2EUS
EA1/BU-016	-0.13	179.87	Picón Blanco (1.520 m) MHz	218.36 km  EA1FOV/p
EA1/BU-030	1.59	-178.39	Muela 1375 MHz	102.89 km  EB1ESK
EA1/LE-023	-35.89	142.86	Agujas, 2143 m. MHz	258.81 km  EA1AER
EA1/LE-120	-43.68	134.84	Amargones - 1897m MHz	262.43 km  EA1FLU
EA1/SG-001	-134.83	44.9	Peñalara 2428m MHz	49.5 km  EA4IFC, EA4IIJ
EA1/SG-005	-135.59	44.08	Siete Picos 2137 m MHz	59.44 km  EA9ADD
EA1/SG-017	-135.08	44.51	Cabeza Líjar (1822 m) MHz	74.3 km  EA4IZ
EA1/SO-007	40.1	-139.18	Cabezo de Piqueras, 1930 m MHz	140.05 km  EA2BD
EA1/SO-009	45.72	-133.45	ALTO DEL HAYEDO, 1719 m. MHz	145.06 km  EA2DNO, EA2DCA
EA2/NV-021	37.44	-141.23	Saioa 1417m MHz	265.47 km  EA2FDI
EA2/VI-006	21.42	-158.06	TOLOÑO 1269 MHz	174.25 km  EA2CON
EA3/BC-004	73.74	-102.75	Gallina Pelada, 2320m MHz	453.88 km  EA3AJ
EA3/GI-011	72.35	-104.03	Tossa d’Alp - 2.536 m MHz	469.66 km  EA3IKB
EA3/GI-016	79.82	-96.26	Matagalls 1697m MHz	499.63 km  EA3HIG
EA3/LL-050	73.43	-103.71	Castell de Sant Alis 1675 m. MHz	371.86 km  EA3HQR, EA3IED
EA3/TA-036	85.51	-91.21	Roca Ferrana (789 m) MHz	417.69 km  EA3GRW
EA4/GU-002	102.71	-77.25	Cerrón 2.196 metros MHz	5.64 km  EA4HGT
EA4/GU-050	89.81	-89.87	Alto Rey MHz	40.27 km  EA4DE
EA4/MD-002	-140.68	39.06	Cabezas de Hierro 2227 Metros MHz	52.38 km  EA4GDK, EA4IKY
EA4/MD-007	-140.61	39.11	Maliciosa 2227 MHz	57.06 km  EA4HOD
EA4/MD-012	180.0	0.0	Tres Provincias. 2127 metros. MHz	0.0 km  EA4GVU
EA4/MD-029	151.9	-28.05	Porrejon. 1823m MHz	14.47 km  EA4BVW
EA4/MD-056	-144.1	35.6	Cabeza Mediana - 1330m MHz	65.64 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	140.68	-37.71	Oliva, 1152 m MHz	344.36 km  EA5NU
EA5/AT-059	139.3	-38.93	Serra del Flare, 1044 m. MHz	368.95 km  EA5IYL

## FROM EA4/MD-029 - Porrejón (1823 msnm) [8 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-113.18	65.64	Pico Moros 2062m MHz	166.31 km  EA4HIH
EA1/BU-004	16.91	-162.83	Campiña 2049m MHz	114.89 km  EA2EUS
EA1/BU-016	-1.76	178.19	Picón Blanco (1.520 m) MHz	231.24 km  EA1FOV/p
EA1/BU-030	-1.91	178.06	Muela 1375 MHz	115.69 km  EB1ESK
EA1/LE-023	-35.43	143.27	Agujas, 2143 m. MHz	273.16 km  EA1AER
EA1/LE-120	-42.82	135.64	Amargones - 1897m MHz	276.4 km  EA1FLU
EA1/SG-001	-117.77	61.9	Peñalara 2428m MHz	47.4 km  EA4IFC, EA4IIJ
EA1/SG-005	-121.47	58.15	Siete Picos 2137 m MHz	56.79 km  EA9ADD
EA1/SG-017	-123.85	55.69	Cabeza Líjar (1822 m) MHz	71.43 km  EA4IZ
EA1/SO-007	34.87	-144.46	Cabezo de Piqueras, 1930 m MHz	146.04 km  EA2BD
EA1/SO-009	40.44	-138.78	ALTO DEL HAYEDO, 1719 m. MHz	149.74 km  EA2DNO, EA2DCA
EA2/NV-021	34.72	-144.01	Saioa 1417m MHz	271.78 km  EA2FDI
EA2/VI-006	18.04	-161.49	TOLOÑO 1269 MHz	183.98 km  EA2CON
EA3/BC-004	72.0	-104.55	Gallina Pelada, 2320m MHz	451.13 km  EA3AJ
EA3/GI-011	70.66	-105.78	Tossa d’Alp - 2.536 m MHz	467.25 km  EA3IKB
EA3/GI-016	78.28	-97.85	Matagalls 1697m MHz	495.37 km  EA3HIG
EA3/LL-050	71.29	-105.91	Castell de Sant Alis 1675 m. MHz	369.24 km  EA3HQR, EA3IED
EA3/TA-036	83.72	-93.05	Roca Ferrana (789 m) MHz	412.11 km  EA3GRW
EA4/GU-002	-6.44	173.55	Cerrón 2.196 metros MHz	11.6 km  EA4HGT
EA4/GU-050	68.96	-110.78	Alto Rey MHz	35.85 km  EA4DE
EA4/MD-002	-124.7	54.99	Cabezas de Hierro 2227 Metros MHz	48.7 km  EA4GDK, EA4IKY
EA4/MD-007	-126.01	53.66	Maliciosa 2227 MHz	53.23 km  EA4HOD
EA4/MD-012	-28.05	151.9	Tres Provincias. 2127 metros. MHz	14.47 km  EA4GVU
EA4/MD-029	180.0	0.0	Porrejon. 1823m MHz	0.0 km  EA4BVW
EA4/MD-056	-131.67	47.98	Cabeza Mediana - 1330m MHz	60.71 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	140.24	-38.2	Oliva, 1152 m MHz	330.17 km  EA5NU
EA5/AT-059	138.85	-39.44	Serra del Flare, 1044 m. MHz	354.84 km  EA5IYL

## FROM EA4/MD-056 - Cabeza Mediana (1330 msnm) [4 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-103.49	75.69	Pico Moros 2062m MHz	110.43 km  EA4HIH
EA1/BU-004	27.3	-152.07	Campiña 2049m MHz	169.67 km  EA2EUS
EA1/BU-016	7.67	-172.03	Picón Blanco (1.520 m) MHz	274.17 km  EA1FOV/p
EA1/BU-030	14.54	-165.13	Muela 1375 MHz	161.41 km  EB1ESK
EA1/LE-023	-23.61	155.45	Agujas, 2143 m. MHz	286.19 km  EA1AER
EA1/LE-120	-30.74	148.08	Amargones - 1897m MHz	281.8 km  EA1FLU
EA1/SG-001	10.19	-169.78	Peñalara 2428m MHz	18.58 km  EA4IFC, EA4IIJ
EA1/SG-005	-16.44	163.53	Siete Picos 2137 m MHz	11.15 km  EA9ADD
EA1/SG-017	-88.01	91.88	Cabeza Líjar (1822 m) MHz	13.98 km  EA4IZ
EA1/SO-007	38.46	-140.52	Cabezo de Piqueras, 1930 m MHz	205.57 km  EA2BD
EA1/SO-009	42.36	-136.51	ALTO DEL HAYEDO, 1719 m. MHz	210.04 km  EA2DNO, EA2DCA
EA2/NV-021	36.84	-141.54	Saioa 1417m MHz	331.09 km  EA2FDI
EA2/VI-006	25.07	-154.11	TOLOÑO 1269 MHz	238.37 km  EA2CON
EA3/BC-004	68.9	-107.31	Gallina Pelada, 2320m MHz	507.31 km  EA3AJ
EA3/GI-011	67.79	-108.31	Tossa d’Alp - 2.536 m MHz	523.9 km  EA3IKB
EA3/GI-016	74.77	-101.02	Matagalls 1697m MHz	548.8 km  EA3HIG
EA3/LL-050	67.75	-109.1	Castell de Sant Alis 1675 m. MHz	425.8 km  EA3HQR, EA3IED
EA3/TA-036	79.02	-97.41	Roca Ferrana (789 m) MHz	462.93 km  EA3GRW
EA4/GU-002	39.97	-139.69	Cerrón 2.196 metros MHz	68.06 km  EA4HGT
EA4/GU-050	55.61	-123.78	Alto Rey MHz	95.1 km  EA4DE
EA4/MD-002	22.43	-157.53	Cabezas de Hierro 2227 Metros MHz	13.71 km  EA4GDK, EA4IKY
EA4/MD-007	13.79	-166.2	Maliciosa 2227 MHz	9.35 km  EA4HOD
EA4/MD-012	35.6	-144.1	Tres Provincias. 2127 metros. MHz	65.64 km  EA4GVU
EA4/MD-029	47.98	-131.67	Porrejon. 1823m MHz	60.71 km  EA4BVW
EA4/MD-056	180.0	0.0	Cabeza Mediana - 1330m MHz	0.0 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	129.43	-48.68	Oliva, 1152 m MHz	333.7 km  EA5NU
EA5/AT-059	128.78	-49.16	Serra del Flare, 1044 m. MHz	359.44 km  EA5IYL

## FROM EA5/AB-015 - Oliva (1152 msnm) [4 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-61.1	116.2	Pico Moros 2062m MHz	409.85 km  EA4HIH
EA1/BU-004	-24.48	154.21	Campiña 2049m MHz	404.84 km  EA2EUS
EA1/BU-016	-22.66	155.7	Picón Blanco (1.520 m) MHz	531.78 km  EA1FOV/p
EA1/BU-030	-28.63	149.76	Muela 1375 MHz	427.45 km  EB1ESK
EA1/LE-023	-36.24	140.9	Agujas, 2143 m. MHz	602.9 km  EA1AER
EA1/LE-120	-39.6	137.31	Amargones - 1897m MHz	606.36 km  EA1FLU
EA1/SG-001	-45.97	132.16	Peñalara 2428m MHz	343.16 km  EA4IFC, EA4IIJ
EA1/SG-005	-47.63	130.45	Siete Picos 2137 m MHz	342.98 km  EA9ADD
EA1/SG-017	-50.09	127.91	Cabeza Líjar (1822 m) MHz	344.9 km  EA4IZ
EA1/SO-007	-17.29	161.79	Cabezo de Piqueras, 1930 m MHz	394.83 km  EA2BD
EA1/SO-009	-15.65	163.53	ALTO DEL HAYEDO, 1719 m. MHz	385.03 km  EA2DNO, EA2DCA
EA2/NV-021	-5.15	174.5	Saioa 1417m MHz	480.48 km  EA2FDI
EA2/VI-006	-18.2	160.67	TOLOÑO 1269 MHz	455.61 km  EA2CON
EA3/BC-004	30.6	-147.6	Gallina Pelada, 2320m MHz	449.41 km  EA3AJ
EA3/GI-011	30.97	-147.13	Tossa d’Alp - 2.536 m MHz	468.54 km  EA3IKB
EA3/GI-016	39.32	-138.48	Matagalls 1697m MHz	447.74 km  EA3HIG
EA3/LL-050	22.02	-156.82	Castell de Sant Alis 1675 m. MHz	397.11 km  EA3HQR, EA3IED
EA3/TA-036	35.19	-143.22	Roca Ferrana (789 m) MHz	358.65 km  EA3GRW
EA4/GU-002	-37.12	141.31	Cerrón 2.196 metros MHz	339.92 km  EA4HGT
EA4/GU-050	-32.11	146.58	Alto Rey MHz	320.47 km  EA4DE
EA4/MD-002	-46.45	131.69	Cabezas de Hierro 2227 Metros MHz	337.96 km  EA4GDK, EA4IKY
EA4/MD-007	-47.25	130.87	Maliciosa 2227 MHz	337.85 km  EA4HOD
EA4/MD-012	-37.71	140.68	Tres Provincias. 2127 metros. MHz	344.36 km  EA4GVU
EA4/MD-029	-38.2	140.24	Porrejon. 1823m MHz	330.17 km  EA4BVW
EA4/MD-056	-48.68	129.43	Cabeza Mediana - 1330m MHz	333.7 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	180.0	0.0	Oliva, 1152 m MHz	0.0 km  EA5NU
EA5/AT-059	122.41	-57.43	Serra del Flare, 1044 m. MHz	26.04 km  EA5IYL

## FROM EA5/AT-059 - Serra del Flare (1044 msnm) [4 pts]
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AV-009	-60.73	116.41	Pico Moros 2062m MHz	435.84 km  EA4HIH
EA1/BU-004	-26.22	152.3	Campiña 2049m MHz	426.89 km  EA2EUS
EA1/BU-016	-24.04	154.15	Picón Blanco (1.520 m) MHz	553.33 km  EA1FOV/p
EA1/BU-030	-30.08	148.16	Muela 1375 MHz	450.41 km  EB1ESK
EA1/LE-023	-36.94	140.03	Agujas, 2143 m. MHz	627.22 km  EA1AER
EA1/LE-120	-40.17	136.58	Amargones - 1897m MHz	631.18 km  EA1FLU
EA1/SG-001	-46.63	131.34	Peñalara 2428m MHz	368.7 km  EA4IFC, EA4IIJ
EA1/SG-005	-48.17	129.75	Siete Picos 2137 m MHz	368.66 km  EA9ADD
EA1/SG-017	-50.46	127.38	Cabeza Líjar (1822 m) MHz	370.74 km  EA4IZ
EA1/SO-007	-19.46	159.46	Cabezo de Piqueras, 1930 m MHz	415.03 km  EA2BD
EA1/SO-009	-17.96	161.07	ALTO DEL HAYEDO, 1719 m. MHz	404.77 km  EA2DNO, EA2DCA
EA2/NV-021	-7.37	172.12	Saioa 1417m MHz	496.78 km  EA2FDI
EA2/VI-006	-20.03	158.67	TOLOÑO 1269 MHz	476.02 km  EA2CON
EA3/BC-004	27.46	-150.91	Gallina Pelada, 2320m MHz	450.98 km  EA3AJ
EA3/GI-011	27.95	-150.31	Tossa d’Alp - 2.536 m MHz	469.91 km  EA3IKB
EA3/GI-016	36.15	-141.81	Matagalls 1697m MHz	445.36 km  EA3HIG
EA3/LL-050	18.53	-160.47	Castell de Sant Alis 1675 m. MHz	402.63 km  EA3HQR, EA3IED
EA3/TA-036	31.19	-147.38	Roca Ferrana (789 m) MHz	358.33 km  EA3GRW
EA4/GU-002	-38.4	139.87	Cerrón 2.196 metros MHz	364.43 km  EA4HGT
EA4/GU-050	-33.82	144.72	Alto Rey MHz	344.16 km  EA4DE
EA4/MD-002	-47.09	130.9	Cabezas de Hierro 2227 Metros MHz	363.54 km  EA4GDK, EA4IKY
EA4/MD-007	-47.83	130.14	Maliciosa 2227 MHz	363.5 km  EA4HOD
EA4/MD-012	-38.93	139.3	Tres Provincias. 2127 metros. MHz	368.95 km  EA4GVU
EA4/MD-029	-39.44	138.85	Porrejon. 1823m MHz	354.84 km  EA4BVW
EA4/MD-056	-49.16	128.78	Cabeza Mediana - 1330m MHz	359.44 km  EA4HNZ, EA4RCW, EA4HLP
EA5/AB-015	-57.43	122.41	Oliva, 1152 m MHz	26.04 km  EA5NU
EA5/AT-059	180.0	0.0	Serra del Flare, 1044 m. MHz	0.0 km  EA5IYL
